,year,sex,education,vocabulary,year_group
20140347,2014,Female,12,8,"(1995,2016]"
19872027,1987,Male,13,9,"[1974,1995]"
19942020,1994,Male,12,6,"[1974,1995]"
20162079,2016,Male,18,10,"(1995,2016]"
19940933,1994,Male,12,5,"[1974,1995]"
20140132,2014,Male,16,6,"(1995,2016]"
20002214,2000,Female,13,7,"(1995,2016]"
19871013,1987,Female,8,7,"[1974,1995]"
19931265,1993,Female,11,9,"[1974,1995]"
20064369,2006,Female,12,5,"(1995,2016]"
19780518,1978,Female,15,8,"[1974,1995]"
19962399,1996,Male,13,6,"(1995,2016]"
19940405,1994,Female,16,5,"[1974,1995]"
19962854,1996,Female,12,6,"(1995,2016]"
19871160,1987,Male,12,6,"[1974,1995]"
20041080,2004,Female,16,10,"(1995,2016]"
20140725,2014,Male,18,6,"(1995,2016]"
20000372,2000,Male,16,1,"(1995,2016]"
19841466,1984,Female,12,10,"[1974,1995]"
19840634,1984,Male,12,8,"[1974,1995]"
19760228,1976,Male,11,4,"[1974,1995]"
19821240,1982,Female,10,6,"[1974,1995]"
20161873,2016,Male,12,7,"(1995,2016]"
19820273,1982,Female,12,6,"[1974,1995]"
19930943,1993,Female,12,4,"[1974,1995]"
19820532,1982,Male,12,6,"[1974,1995]"
20042210,2004,Female,9,8,"(1995,2016]"
20080894,2008,Male,11,4,"(1995,2016]"
20101892,2010,Female,12,4,"(1995,2016]"
19982472,1998,Female,15,6,"(1995,2016]"
19840811,1984,Male,12,6,"[1974,1995]"
19962339,1996,Male,12,6,"(1995,2016]"
19942539,1994,Male,12,7,"[1974,1995]"
19982542,1998,Male,10,6,"(1995,2016]"
20041220,2004,Female,12,6,"(1995,2016]"
19870829,1987,Female,12,6,"[1974,1995]"
19880481,1988,Female,12,5,"[1974,1995]"
20040366,2004,Male,16,5,"(1995,2016]"
19942125,1994,Male,12,4,"[1974,1995]"
19761369,1976,Female,12,7,"[1974,1995]"
19781312,1978,Female,11,5,"[1974,1995]"
20041332,2004,Male,12,5,"(1995,2016]"
19761488,1976,Female,14,7,"[1974,1995]"
19760558,1976,Female,12,7,"[1974,1995]"
20101274,2010,Female,16,6,"(1995,2016]"
19840238,1984,Female,7,4,"[1974,1995]"
20101691,2010,Male,12,5,"(1995,2016]"
20101076,2010,Male,16,9,"(1995,2016]"
20061268,2006,Male,14,6,"(1995,2016]"
19780901,1978,Male,13,6,"[1974,1995]"
19962483,1996,Male,13,6,"(1995,2016]"
20100722,2010,Male,14,6,"(1995,2016]"
19930616,1993,Male,11,6,"[1974,1995]"
19910570,1991,Male,9,3,"[1974,1995]"
19872139,1987,Male,10,4,"[1974,1995]"
20060294,2006,Female,14,6,"(1995,2016]"
20081598,2008,Male,12,5,"(1995,2016]"
19820284,1982,Female,14,8,"[1974,1995]"
19871118,1987,Male,13,4,"[1974,1995]"
19870056,1987,Female,16,6,"[1974,1995]"
19761272,1976,Male,14,7,"[1974,1995]"
19741161,1974,Male,16,9,"[1974,1995]"
19820105,1982,Male,9,5,"[1974,1995]"
20001000,2000,Male,12,6,"(1995,2016]"
19870881,1987,Female,17,6,"[1974,1995]"
20063074,2006,Male,13,5,"(1995,2016]"
19821130,1982,Female,18,9,"[1974,1995]"
19761514,1976,Female,12,7,"[1974,1995]"
19781388,1978,Female,12,6,"[1974,1995]"
19841292,1984,Male,12,6,"[1974,1995]"
19740218,1974,Male,8,3,"[1974,1995]"
19900077,1990,Female,14,7,"[1974,1995]"
20060111,2006,Female,18,8,"(1995,2016]"
20000143,2000,Female,7,5,"(1995,2016]"
20100307,2010,Female,12,7,"(1995,2016]"
20001472,2000,Female,14,5,"(1995,2016]"
20142050,2014,Male,15,6,"(1995,2016]"
20000757,2000,Female,12,2,"(1995,2016]"
19741222,1974,Female,12,5,"[1974,1995]"
20160758,2016,Male,14,7,"(1995,2016]"
19760450,1976,Male,10,3,"[1974,1995]"
19820133,1982,Male,12,8,"[1974,1995]"
20101973,2010,Female,12,4,"(1995,2016]"
19780741,1978,Female,11,4,"[1974,1995]"
19930140,1993,Male,20,9,"[1974,1995]"
20000622,2000,Male,13,8,"(1995,2016]"
19820332,1982,Female,15,6,"[1974,1995]"
20100225,2010,Male,14,5,"(1995,2016]"
19900173,1990,Female,13,7,"[1974,1995]"
19740669,1974,Female,13,5,"[1974,1995]"
19961041,1996,Female,16,6,"(1995,2016]"
19980829,1998,Male,16,9,"(1995,2016]"
19872350,1987,Male,12,4,"[1974,1995]"
20002568,2000,Female,16,6,"(1995,2016]"
19820207,1982,Male,16,7,"[1974,1995]"
20140912,2014,Male,8,3,"(1995,2016]"
20100955,2010,Female,13,7,"(1995,2016]"
20160822,2016,Male,16,6,"(1995,2016]"
19900293,1990,Female,10,4,"[1974,1995]"
19781457,1978,Male,12,7,"[1974,1995]"
19930617,1993,Female,12,6,"[1974,1995]"
19942945,1994,Female,16,10,"[1974,1995]"
20121708,2012,Female,14,4,"(1995,2016]"
20001129,2000,Female,12,6,"(1995,2016]"
20162645,2016,Female,12,6,"(1995,2016]"
19870913,1987,Female,12,9,"[1974,1995]"
20162574,2016,Female,13,8,"(1995,2016]"
19760243,1976,Male,2,3,"[1974,1995]"
19960004,1996,Female,6,5,"(1995,2016]"
19760074,1976,Male,4,4,"[1974,1995]"
19871439,1987,Female,8,3,"[1974,1995]"
19841015,1984,Female,13,6,"[1974,1995]"
19941395,1994,Female,13,7,"[1974,1995]"
19880714,1988,Male,14,3,"[1974,1995]"
20080193,2008,Male,16,10,"(1995,2016]"
20060768,2006,Female,18,8,"(1995,2016]"
19821365,1982,Female,16,2,"[1974,1995]"
19980402,1998,Female,12,4,"(1995,2016]"
20142109,2014,Male,14,6,"(1995,2016]"
19823025,1982,Female,10,2,"[1974,1995]"
20063019,2006,Male,6,5,"(1995,2016]"
19890873,1989,Female,14,5,"[1974,1995]"
19780238,1978,Male,16,8,"[1974,1995]"
20101178,2010,Female,16,6,"(1995,2016]"
19961597,1996,Male,12,6,"(1995,2016]"
20042669,2004,Female,12,4,"(1995,2016]"
